Project;Id;DeadlineDate;Status;tags;keywords
b'Develop, implement and assess a circular economy oriented product information management system for complex products from cradle to cradle';b'CE-SC5-31-2020';b'2020/02/05';b'Open';"b""['lifecycle perspective', 'information flow', 'EU Ecolabel', 'life cycle performance', 'recycling business', 'producer', 'waste generation', 'piloting', 'recycler', 'innovation', 'product composition', 'product design', 'resource efficiency', 'product', 'performance data', 'economic benefit', 'raw materials', 'value chain', 'market', 'Product Environmental Footprint', 'textiles', 'refurbishment', 'construction', 'Ecodesign', 'liability issues', 'Prodcom', 'customer', 'material', 'EIP', 'circular industry', 'start-up', 'recyclability', 'manufacturer', 'chemicals', 'composition', 'sustainability', 'business model', 'circularity', 'SME', 'PEF', 'data protection', 'ECHA', 'component', 'ECHA database', 'performance', 'Business models', 'resource independency', 'testing', 'material flow', 'information management', 'material streams', 'dismantlability', 'database design', 'Materials Information System', 'software solutions', 'supply chain', 'transition', 'repair', 'life cycle', 'end-user organisation', 'transferability', 'repair business', 'information system', 'manufacturing industry', 'circular industries', 'life cycle assessment', 'information management systems', 'extrapolation', 'encryption', 'REACH', 'refurbisher', 'plastics', 'future-proof', 'traceability', 'hardware design', 'pollution', 'nomenclature', 'consumer', 'Design innovation', 'Technology Readiness Level', 'greenhouse gas emissions', 'TRL', 'data flow', 'data provider', 'cradle to cradle', 'mapping', 'quality standards', 'civil society organisation', 'life cycle perspective']""";"b""['Textiles', 'New business opportunities', 'Production technology, process engineering', 'Industrial design (product design, ergonomics, man', 'Construction engineering, Municipal and structural', 'Ecodesign, Life Cycle Analysis', 'Resources efficiency', 'Waste recycling', 'Sustainable innovation', 'Polymers and plastics', 'Circular economy', 'Open data', 'Materials engineering', 'Environment, resources and sustainability', 'Piloting', 'Open Access, Open Access to publications, Open Ac', 'Web and information systems, database systems, inf', 'Open innovation', 'Sustainable design (for recycling, for environment']"""
b'Diversifying revenue in rural Africa through bio-based solutions';b'CE-SFS-36-2020';b'2020/01/22';b'Open';"b""['FNSSA', 'Bio-based technology', 'agro-forestry', 'Food and nutrition security and sustainable agriculture', 'Africa', 'Circular economy', 'Industrial crops', 'Food security']""";"b""['Tropical agriculture', 'Food crops', 'Agricultural biotechnology and food biotechnology', 'Bioproducts (products that are manufactured using', 'Africa', 'Agro-forestry', 'Organic farming', 'Agroecology']"""
b'Tapping into the potential of Industrial Symbiosis';b'CE-SPIRE-01-2020';b'2020/02/05';b'Open';"b""['circular industries', 'CE-SPIRE-01-2020', 'H2020-LOW-CARBON-CIRCULAR-INDUSTRIES-2020', 'low carbon', 'Industrial symbiosis', 'circular industry']""";"b""['Financing sustainable energy', 'Renewable energy sources', 'Energy efficient industry', 'Automation and control systems', 'Decarbonisation', 'Energy efficient products', 'Systems engineering']"""
b'Preserving fresh water: recycling industrial waters industry';b'CE-SPIRE-07-2020';b'2020/02/05';b'Open';"b""['circular industries', 'CE-SPIRE-07-2020', 'recycling', 're-use', 'Waste water', 'circular industry', 'H2020-LOW-CARBON-CIRCULAR-INDUSTRIES-2020']""";"b""['Water technology', 'Water re-use', 'Water systems monitoring', 'Water resources', 'Water quality monitoring', 'Water supply']"""
b'Alternative mineral resources for high volume production (IA)';b'CE-SPIRE-09-2020';b'2020/02/05';b'Open';"b""['CE-SPIRE-09-2020', 'waste', 'H2020-LOW-CARBON-CIRCULAR-INDUSTRIES-2020', 'circular industries', 'circular industry', 'minerals', 'industrial symbiosis', 'raw materilas']""";"b""['Decarbonisation', 'Energy efficient products', 'Energy efficient industry']"""
b'Boosting sustainable tourism development and capacity of tourism SMEs through transnational cooperation';b'COS-2019-3-01';b'2019/10/24';b'Open';"b""['TRANSNATIONAL COOPERATION', 'TOURISM', 'KNOWLEDGE TRANSFER', 'SUSTAINABILITY', 'COSME', 'SME SUPPORT', 'CAPACITY BUILDING']""";b''
b'Accelerate and scale up innovation applications for a sustainable and circular fashion industry';b'COS-CIRCFASH-3-02';b'2019/12/17';b'Open';"b""['INNOVATION', 'DESIGNERS', 'SUSTAINABLE ECONOMY', 'FOOTWEAR', 'CIRCULAR ECONOMY', 'RECYCLING', 'FASHION INDUSTRY', 'SCALE UP', 'LEATHER', 'FASHION VALUE CHAIN', 'DESIGN', 'SMES', 'FASHION ACCESSORIES', 'COSME', 'CAPACITY BUILDING', 'ENVIRONMENT', 'BUSINESS SUPPORT', 'START UPS', 'TEXTILE']""";b''
b'Clusters Go International  Supporting preparatory actions for the establishment and shaping of new European Strategic Cluster Partnerships for Going International';b'COS-CLUSINT-2019-3-01-Strand1';b'2019/10/30';b'Open';"b""['Cluster', 'COSME', 'International', 'Internationalisation']""";b''
b'Clusters Go International  Supporting the first implementation, testing and further development of European Strategic Cluster Partnerships Going International';b'COS-CLUSINT-2019-3-01-Strand2A';b'2019/10/30';b'Open';"b""['COSME', 'Cluster', 'International', 'Internationalisation']""";b''
b'Clusters Go International  Earth observation data and applications';b'COS-CLUSINT-2019-3-01-Strand2B';b'2019/10/30';b'Open';"b""['International', 'COSME', 'Cluster', 'Internationalisation']""";b''
b'Enterprise Europe Network 2020-2021 (Kosovo*)';b'COSME-EEN-GA4-Kosovo';b'2019/11/05';b'Open';"b""['Enterprise Europe Network', 'Innovation', 'Kosovo', 'Internationalisation', 'COSME', 'SME']""";b''
b'Support for European Cooperation projects 2020';b'CREA-2020-COOP';b'2019/11/27';b'Open';"b""['Graphic design', 'Architecture', 'Creative writing', 'Decorative arts', 'Culture', 'Film, video', 'Graphic arts', 'Opera', 'Music', 'Circus arts', 'Theatre', 'Fashion design', 'Puppetry', 'Visual arts', 'Sculpture', 'Dance', 'Street art', 'Photography', 'Tangible culture - historical sites and buildings', 'Literature books and reading', 'Publishing', 'Painting, drawing', 'Performing arts', 'Tangible culture - libraries and archives', 'Digital arts', 'Intercultural dialogue / social integration of migrants and refugees', 'Design and applied arts', 'Tangible culture - museums', 'Craftwork', 'Intangible culture', 'cooperation projects', 'Translation', 'Cultural heritage']""";b''
b'Support to cinema networks';b'CREA-CINNET-2020';b'2020/05/28';b'Open';"b""['Cinema Network', 'European Films', 'Cinema exhibitors']""";b''
b'Support to International co-production funds';b'CREA-COPROD-2020';b'2020/01/15';b'Open';"b""['International co-production', 'Audiovisual funds']""";b''
b'Support for the Development of Audiovisual Content - Slate Funding';b'CREA-DEVSLATE-2020';b'2020/02/04';b'Open';"b""['Documentary', 'Animation', 'Development of Audiovisual works', 'European Films', 'TV series', 'Fiction']""";b''
b'Support for the Development of Audiovisual Content - Single Projects';b'CREA-DEVSP-2020';b'2019/11/13';b'Open';"b""['Documentary', 'Animation', 'Fiction', 'TV series', 'European Films', 'Development of Audiovisual works']""";b''
b'Support for Development of European Video Games';b'CREA-DEVVG-2020';b'2020/02/12';b'Open';"b""['VR AR MR', 'videogames', 'video-games', 'PC', 'mobile devices', 'virtual augmented mixed reality', 'console', 'interactive', 'development', 'computer', 'narrative storytelling', 'prototype', 'video games', 'games']""";b''
b'Automatic support to the distribution of non-national films';b'CREA-DISTAUTOG-2020';b'2020/09/08';b'Forthcoming';"b""['Distribution Automatic support', 'European films', 'MEDIA Sub-programme', 'Film Distribution']""";b''
b'Support to international sales agents of European cinematographic films';b'CREA-DISTSAG-2020';b'2020/10/29';b'Forthcoming';"b""['European Films', 'Film Distribution', 'Sales agent automatic support']""";b''
b'Support for the Distribution of non-national films - The Distribution Selective Scheme';b'CREA-DISTSEL-2020';b'2019/12/10';b'Open';"b""['European Films', 'Film Distribution', 'Distribution selective support']""";b''
b'Support to Festivals Action 1';b'CREA-FESTIVALS-2020';b'2019/11/21';b'Open';"b""['Film festivals']""";b''
b'Support to European Networks of Festivals Action 2';b'CREA-FESTNET-2020';b'2020/04/23';b'Open';"b""['Festival Network']""";b''
b'Film Education';b'CREA-FILMEDU-2020';b'2020/03/12';b'Open';"b""['Films in schools', 'Film Literacy', 'European films', 'Film Education']""";b''
b'Support to Market Access';b'CREA-MARKETACC-2020';b'2020/02/06';b'Open';"b""['Audiovisual events', 'Audiovisual co-production markets']""";b''
b'Promotion of European audiovisual works online';b'CREA-ONLINE-2020';b'2020/04/07';b'Open';"b""['VOD', 'Application New tech. on Audio-Visual distribution', 'Digital Distribution of Audiovisual works', 'Application of New technologies on Audio-Visual distribution', 'European films', 'Cinema', 'New technologies and promotion of European audiovisual works']""";b''
b'Support to Television Programming of Audiovisual European Works';b'CREA-TV-2020';b'2019/11/28';b'Open';"b""['TV series', 'Documentary', 'European films', 'Fiction', 'Television production', 'Co-production', 'Animation']""";b''
b'Efficient and safe connected and automated heavy-duty vehicles in real logistics operations';b'DT-ART-05-2020';b'2020/04/21';b'Forthcoming';"b""['connected and automated driving', 'freight transport', 'Truck', 'heavy commercial vehicles']""";"b""['Intelligent Transport Systems (ITS)', 'Automation', 'Navigation and communication', 'Logistics, supply chain management, operational re']"""
b'Large-scale, cross-border demonstration of connected and highly automated driving functions for passenger cars  ';b'DT-ART-06-2020';b'2020/04/21';b'Forthcoming';"b""['large-scale testing', 'digital technologies', 'automated vehicles', 'connected and automated driving', 'passenger cars']""";"b""['Intelligent Transport Systems (ITS)', 'Wireless communications, communication, high frequ', 'Big data', 'Internet of Things', 'Man Machine interface', 'Automation']"""
b'Assembly of micro parts (RIA)';b'DT-FOF-07-2020';b'2020/02/05';b'Open';"b""['DT-FOF-07-2020', 'H2020-NMBP-TR-IND-2020']""";"b""['Mechanical and manufacturing engineering (shaping,']"""
b'Energy-efficient manufacturing system management (IA)';b'DT-FOF-09-2020';b'2020/02/05';b'Open';"b""['DT-FOF-09-2020', 'H2020-NMBP-TR-IND-2020']""";"b""['Energy management']"""
b'Pilot lines for large-part high-precision manufacturing (IA 50%)';b'DT-FOF-10-2020';b'2020/02/05';b'Open';"b""['H2020-NMBP-TR-IND-2020', 'DT-FOF-10-2020']""";"b""['Automation & Robotics Systems']"""
b'Quality control in smart manufacturing (IA) ';b'DT-FOF-11-2020';b'2020/02/05';b'Open';"b""['H2020-NMBP-TR-IND-2020', 'DT-FOF-11-2020']""";"b""['Quality control']"""
b'New forms of delivering public goods and inclusive public services ';b'DT-GOVERNANCE-05-2018-2019-2020';b'2020/03/12';b'Forthcoming';"b""['public', 'citizens', 'co-creation', 'open collaboration', 'user-centricity', 'digital-by-default', 'accountability', 'innovaiton platform', 'governance', 'inclusive public services', 'open government', 'digital public services', 'digital democracy', 'business plans', 'ecosystem', 'public value', 'accessibility', 'services', 'once-only', 'transparency', 'digital services', 'trust', 'ICT']""";"b""['Technological innovation', 'Collective Awareness Platforms', 'Public sector information', 'Productivity', 'Web and information systems, database systems, inf', 'Data reuse', 'Law', 'Information science (social aspects)', 'Innovation management', 'Open data', 'Political science', 'Social innovation', 'Social issues', 'Public sector innovation', 'Political systems and institutions, governance']"""
b'Pilot on using the European cloud infrastructure for public administrations';b'DT-GOVERNANCE-12-2019-2020';b'2020/03/12';b'Forthcoming';"b""['data analytics', 'trust', 'take-up', 'cloud infrastructure', 'HPC interoperability', 'citizens business', 'multi-sectoral', 'citizens', 'reusability', 'high performance computing', 'high performance', 'long term sustainability', 'big data', 'governance', 'co-creation', 'business plan', 'policy making', 'big data and ethical issues', 'security', 'shared data', 'data management', 'evidence based policy', 'scalability', 'multidisciplinarity']""";"b""['Public sector innovation', 'Internet Services & Applications', 'Open government', 'Service oriented architectures', 'Open data', 'Cloud Infrastructures', 'Public sector information']"""
b'Citizen-centric public services in local and regional administrations';b'DT-GOVERNANCE-22-2020';b'2020/03/12';b'Forthcoming';"b""['public administration', 'public services', 'digitalisation', 'user-centric', 'digital transformation', 'user-centric digital public cervices', 'administration', 'digital age', 'user-centric cities and regions', 'Tallinn Declaration', 'citizen-centric public services', 'digital public services']""";"b""['ICT based learning', 'Education: systems and institutions, teaching and', 'Political science', 'ICT in education and learning', 'Innovation systems', 'Public administration', 'Digital services', 'Social studies of science and technology', 'Public administration innovation', 'Information science (social aspects)', 'Collective Awareness Platforms', 'Digital Social Innovation', 'Web and information systems, database systems, inf', 'Public sector innovation', 'Communication networks, media, information society', 'Automation', 'Education policy']"""
